aadhaar,farmer_id,state,district,land_size_acres,usual_crop,irrigation_type,soil_type
100000005140,F005140,Sikkim,SikkimDist185,1.08,Potato,Canal,Clay
100000005141,F005141,Uttarakhand,UttarakhandDist39,1.15,Rice,Canal,Sandy
100000005142,F005142,Karnataka,KarnatakaDist75,2.8,Paddy,Canal,Clay
100000005143,F005143,Maharashtra,MaharashtraDist133,4.17,Soybean,Canal,Sandy
100000005144,F005144,Uttar Pradesh,UttarDist147,1.32,Paddy,Borewell,Clay
100000005145,F005145,Karnataka,KarnatakaDist17,3.77,Paddy,Rainfed,Clay
100000005146,F005146,Bihar,BiharDist162,2.01,Wheat,Canal,Sandy
100000005147,F005147,Arunachal Pradesh,ArunachalDist103,1.65,Paddy,Rainfed,Clay
100000005148,F005148,Sikkim,SikkimDist145,1.54,Paddy,Canal,Sandy
100000005149,F005149,Punjab,PunjabDist40,3.31,Paddy,Rainfed,Sandy
100000005150,F005150,Uttar Pradesh,UttarDist25,2.36,Wheat,Borewell,Sandy
100000005151,F005151,Telangana,TelanganaDist82,11.25,Maize,Canal,Clay
100000005152,F005152,Assam,AssamDist195,0.92,Tea,Borewell,Clay
100000005153,F005153,Arunachal Pradesh,ArunachalDist131,2.76,Millet,Borewell,Sandy
100000005154,F005154,Andhra Pradesh,AndhraDist47,1.19,Paddy,Rainfed,Sandy
100000005155,F005155,Himachal Pradesh,HimachalDist178,0.91,Apple,Borewell,Sandy
100000005156,F005156,Odisha,OdishaDist12,1.81,Groundnut,Borewell,Sandy
100000005157,F005157,Kerala,KeralaDist168,2.03,Paddy,Canal,Sandy
100000005158,F005158,Gujarat,GujaratDist173,18.81,Cotton,Rainfed,Loam
100000005159,F005159,Manipur,ManipurDist197,1.57,Maize,Canal,Clay
100000005160,F005160,Karnataka,KarnatakaDist113,0.74,Sugarcane,Borewell,Sandy
100000005161,F005161,Punjab,PunjabDist161,2.27,Wheat,Borewell,Clay
100000005162,F005162,Goa,GoaDist10,0.35,Paddy,Rainfed,Clay
100000005163,F005163,Meghalaya,MeghalayaDist172,1.69,Millet,Borewell,Sandy
100000005164,F005164,Himachal Pradesh,HimachalDist75,1.85,Paddy,Borewell,Sandy
100000005165,F005165,Tripura,TripuraDist189,3.44,Paddy,Borewell,Clay
100000005166,F005166,Arunachal Pradesh,ArunachalDist96,3.97,Paddy,Borewell,Loam
100000005167,F005167,Tamil Nadu,TamilDist126,1.22,Paddy,Rainfed,Clay
100000005168,F005168,Gujarat,GujaratDist46,1.62,Cotton,Borewell,Sandy
100000005169,F005169,Mizoram,MizoramDist186,0.99,Paddy,Rainfed,Clay
100000005170,F005170,Maharashtra,MaharashtraDist53,0.74,Cotton,Rainfed,Loam
100000005171,F005171,Sikkim,SikkimDist113,2.33,Potato,Rainfed,Loam
100000005172,F005172,Karnataka,KarnatakaDist17,0.66,Sugarcane,Borewell,Loam
100000005173,F005173,Rajasthan,RajasthanDist52,1.31,Cotton,Borewell,Clay
100000005174,F005174,Madhya Pradesh,MadhyaDist100,0.82,Wheat,Rainfed,Loam
100000005175,F005175,Himachal Pradesh,HimachalDist15,2.83,Apple,Canal,Sandy
100000005176,F005176,West Bengal,WestDist193,7.7,Maize,Borewell,Loam
100000005177,F005177,Gujarat,GujaratDist107,0.64,Paddy,Rainfed,Sandy
100000005178,F005178,Kerala,KeralaDist149,0.41,Paddy,Canal,Sandy
100000005179,F005179,Telangana,TelanganaDist152,1.65,Cotton,Canal,Clay
100000005180,F005180,Odisha,OdishaDist196,1.85,Paddy,Canal,Loam
100000005181,F005181,Punjab,PunjabDist3,2.17,Wheat,Borewell,Sandy
100000005182,F005182,Arunachal Pradesh,ArunachalDist33,1.27,Paddy,Canal,Loam
100000005183,F005183,Madhya Pradesh,MadhyaDist195,1.55,Maize,Borewell,Clay
100000005184,F005184,Nagaland,NagalandDist18,2.44,Maize,Borewell,Clay
100000005185,F005185,Mizoram,MizoramDist106,4.19,Maize,Rainfed,Sandy
100000005186,F005186,Tripura,TripuraDist41,0.38,Paddy,Canal,Sandy
100000005187,F005187,Chhattisgarh,ChhattisgarhDist126,1.36,Paddy,Rainfed,Clay
100000005188,F005188,Sikkim,SikkimDist38,2.16,Paddy,Rainfed,Clay
100000005189,F005189,Nagaland,NagalandDist113,0.87,Paddy,Rainfed,Loam
100000005190,F005190,Mizoram,MizoramDist77,7.28,Maize,Borewell,Loam
100000005191,F005191,Meghalaya,MeghalayaDist71,1.1,Paddy,Canal,Sandy
100000005192,F005192,Sikkim,SikkimDist195,1.76,Potato,Borewell,Clay
100000005193,F005193,Andhra Pradesh,AndhraDist139,2.84,Paddy,Rainfed,Clay
100000005194,F005194,Meghalaya,MeghalayaDist29,1.14,Millet,Rainfed,Clay
100000005195,F005195,Rajasthan,RajasthanDist175,0.42,Bajra,Canal,Loam
100000005196,F005196,Uttarakhand,UttarakhandDist21,1.29,Wheat,Canal,Clay
100000005197,F005197,Odisha,OdishaDist99,4.15,Paddy,Canal,Sandy
100000005198,F005198,Uttar Pradesh,UttarDist114,1.39,Sugarcane,Borewell,Clay
100000005199,F005199,Manipur,ManipurDist38,0.93,Maize,Canal,Loam
100000005200,F005200,Chhattisgarh,ChhattisgarhDist1,3.82,Soybean,Rainfed,Loam
100000005201,F005201,Goa,GoaDist81,1.4,Paddy,Canal,Loam
100000005202,F005202,Arunachal Pradesh,ArunachalDist122,1.21,Millet,Borewell,Clay
100000005203,F005203,Chhattisgarh,ChhattisgarhDist91,2.05,Maize,Rainfed,Sandy
100000005204,F005204,Odisha,OdishaDist82,3.38,Groundnut,Borewell,Clay
100000005205,F005205,Odisha,OdishaDist60,12.25,Paddy,Rainfed,Loam
100000005206,F005206,Madhya Pradesh,MadhyaDist77,3.53,Soybean,Borewell,Clay
100000005207,F005207,Mizoram,MizoramDist138,4.61,Maize,Rainfed,Clay
100000005208,F005208,Himachal Pradesh,HimachalDist63,1.22,Paddy,Borewell,Sandy
100000005209,F005209,West Bengal,WestDist113,0.8,Jute,Borewell,Clay
100000005210,F005210,Rajasthan,RajasthanDist19,1.92,Bajra,Borewell,Sandy
100000005211,F005211,Uttar Pradesh,UttarDist152,1.99,Sugarcane,Rainfed,Sandy
100000005212,F005212,West Bengal,WestDist164,0.77,Jute,Rainfed,Loam
100000005213,F005213,Tripura,TripuraDist30,1.58,Paddy,Rainfed,Clay
100000005214,F005214,Manipur,ManipurDist18,2.51,Paddy,Borewell,Sandy
100000005215,F005215,Odisha,OdishaDist121,2.43,Paddy,Borewell,Loam
100000005216,F005216,Bihar,BiharDist196,2.73,Paddy,Borewell,Loam
100000005217,F005217,Maharashtra,MaharashtraDist81,2.3,Sugarcane,Borewell,Loam
100000005218,F005218,Uttarakhand,UttarakhandDist104,1.21,Rice,Borewell,Loam
100000005219,F005219,Andhra Pradesh,AndhraDist142,1.21,Groundnut,Canal,Sandy
100000005220,F005220,Chhattisgarh,ChhattisgarhDist121,0.7,Soybean,Rainfed,Clay
100000005221,F005221,Manipur,ManipurDist106,7.6,Paddy,Canal,Sandy
100000005222,F005222,Andhra Pradesh,AndhraDist3,1.84,Groundnut,Rainfed,Clay
100000005223,F005223,Uttar Pradesh,UttarDist181,1.52,Wheat,Rainfed,Clay
100000005224,F005224,Chhattisgarh,ChhattisgarhDist190,0.87,Soybean,Borewell,Sandy
100000005225,F005225,Andhra Pradesh,AndhraDist38,19.08,Groundnut,Borewell,Clay
100000005226,F005226,Madhya Pradesh,MadhyaDist160,0.77,Soybean,Canal,Loam
100000005227,F005227,Jharkhand,JharkhandDist53,1.29,Pulses,Rainfed,Clay
100000005228,F005228,Odisha,OdishaDist142,2.54,Groundnut,Borewell,Sandy
100000005229,F005229,Manipur,ManipurDist81,2.95,Paddy,Rainfed,Sandy
100000005230,F005230,Tripura,TripuraDist161,3.92,Paddy,Rainfed,Loam
100000005231,F005231,Meghalaya,MeghalayaDist117,7.74,Paddy,Canal,Loam
100000005232,F005232,Telangana,TelanganaDist47,2.73,Cotton,Borewell,Loam
100000005233,F005233,Assam,AssamDist8,0.78,Paddy,Canal,Clay
100000005234,F005234,Uttarakhand,UttarakhandDist143,1.48,Rice,Rainfed,Sandy
100000005235,F005235,Tripura,TripuraDist27,2.33,Paddy,Borewell,Sandy
100000005236,F005236,Meghalaya,MeghalayaDist136,9.53,Paddy,Borewell,Clay
100000005237,F005237,Kerala,KeralaDist109,0.6,Rubber,Borewell,Sandy
100000005238,F005238,Tripura,TripuraDist106,4.77,Paddy,Canal,Loam
100000005239,F005239,Arunachal Pradesh,ArunachalDist193,2.1,Millet,Canal,Clay
100000005240,F005240,Uttar Pradesh,UttarDist114,3.56,Paddy,Borewell,Loam
100000005241,F005241,Meghalaya,MeghalayaDist192,1.68,Paddy,Borewell,Loam
100000005242,F005242,Nagaland,NagalandDist39,0.93,Paddy,Borewell,Sandy
100000005243,F005243,Gujarat,GujaratDist6,3.32,Cotton,Canal,Clay
100000005244,F005244,Chhattisgarh,ChhattisgarhDist196,3.08,Maize,Borewell,Clay
100000005245,F005245,Jharkhand,JharkhandDist175,3.97,Pulses,Borewell,Clay
100000005246,F005246,Uttarakhand,UttarakhandDist166,1.8,Rice,Borewell,Clay
100000005247,F005247,Jharkhand,JharkhandDist80,1.13,Paddy,Rainfed,Clay
100000005248,F005248,Karnataka,KarnatakaDist6,0.52,Paddy,Borewell,Sandy
100000005249,F005249,Madhya Pradesh,MadhyaDist62,3.51,Maize,Rainfed,Sandy
100000005250,F005250,Karnataka,KarnatakaDist11,2.56,Sugarcane,Borewell,Sandy
100000005251,F005251,Sikkim,SikkimDist36,0.84,Paddy,Rainfed,Clay
100000005252,F005252,West Bengal,WestDist10,1.18,Paddy,Borewell,Clay
100000005253,F005253,Mizoram,MizoramDist171,1.25,Paddy,Borewell,Loam
100000005254,F005254,Goa,GoaDist64,0.56,Cashew,Rainfed,Sandy
100000005255,F005255,Sikkim,SikkimDist182,0.95,Paddy,Rainfed,Sandy
100000005256,F005256,Nagaland,NagalandDist107,0.74,Paddy,Borewell,Sandy
100000005257,F005257,Meghalaya,MeghalayaDist190,1.31,Paddy,Rainfed,Loam
100000005258,F005258,Manipur,ManipurDist4,1.01,Paddy,Canal,Sandy
100000005259,F005259,Odisha,OdishaDist5,0.5,Paddy,Rainfed,Clay
100000005260,F005260,Haryana,HaryanaDist14,9.19,Cotton,Borewell,Sandy
100000005261,F005261,Bihar,BiharDist29,4.96,Maize,Borewell,Clay
100000005262,F005262,Chhattisgarh,ChhattisgarhDist45,0.98,Maize,Canal,Loam
100000005263,F005263,Tripura,TripuraDist150,2.27,Paddy,Rainfed,Sandy
100000005264,F005264,Jharkhand,JharkhandDist116,2.54,Maize,Borewell,Sandy
100000005265,F005265,Bihar,BiharDist109,4.73,Maize,Rainfed,Loam
100000005266,F005266,Arunachal Pradesh,ArunachalDist23,0.95,Millet,Borewell,Loam
100000005267,F005267,Maharashtra,MaharashtraDist73,4.37,Sugarcane,Rainfed,Clay
100000005268,F005268,Kerala,KeralaDist153,1.18,Rubber,Canal,Sandy
100000005269,F005269,Jharkhand,JharkhandDist57,0.63,Pulses,Borewell,Sandy
100000005270,F005270,Telangana,TelanganaDist155,3.25,Maize,Borewell,Sandy
100000005271,F005271,Gujarat,GujaratDist43,5.12,Paddy,Rainfed,Clay
100000005272,F005272,Jharkhand,JharkhandDist169,14.44,Paddy,Rainfed,Sandy
100000005273,F005273,Sikkim,SikkimDist44,0.7,Paddy,Borewell,Clay
100000005274,F005274,Maharashtra,MaharashtraDist143,3.19,Cotton,Borewell,Clay
100000005275,F005275,Gujarat,GujaratDist177,1.31,Groundnut,Rainfed,Loam
100000005276,F005276,Kerala,KeralaDist161,3.41,Coconut,Rainfed,Sandy
100000005277,F005277,Kerala,KeralaDist164,0.56,Paddy,Rainfed,Clay
100000005278,F005278,Arunachal Pradesh,ArunachalDist39,0.66,Millet,Rainfed,Loam
100000005279,F005279,Madhya Pradesh,MadhyaDist126,0.98,Wheat,Borewell,Loam
100000005280,F005280,Mizoram,MizoramDist63,1.94,Paddy,Rainfed,Loam
100000005281,F005281,Chhattisgarh,ChhattisgarhDist86,1.09,Maize,Canal,Sandy
100000005282,F005282,Mizoram,MizoramDist181,3.09,Paddy,Canal,Clay
100000005283,F005283,Manipur,ManipurDist19,4.14,Maize,Rainfed,Sandy
100000005284,F005284,Gujarat,GujaratDist104,2.94,Cotton,Borewell,Clay
100000005285,F005285,Maharashtra,MaharashtraDist109,6.65,Sugarcane,Rainfed,Loam
100000005286,F005286,Manipur,ManipurDist183,2.54,Paddy,Rainfed,Loam
100000005287,F005287,Tripura,TripuraDist11,0.69,Paddy,Rainfed,Clay
100000005288,F005288,Gujarat,GujaratDist171,5.42,Paddy,Rainfed,Loam
100000005289,F005289,Telangana,TelanganaDist41,1.12,Paddy,Canal,Loam
100000005290,F005290,Haryana,HaryanaDist136,3.77,Paddy,Borewell,Loam
100000005291,F005291,Uttarakhand,UttarakhandDist62,6.42,Wheat,Rainfed,Loam
100000005292,F005292,Odisha,OdishaDist82,2.63,Groundnut,Rainfed,Clay
100000005293,F005293,Odisha,OdishaDist47,0.55,Paddy,Borewell,Clay
100000005294,F005294,Haryana,HaryanaDist168,0.87,Cotton,Borewell,Clay
100000005295,F005295,Goa,GoaDist87,5.25,Paddy,Borewell,Clay
100000005296,F005296,Bihar,BiharDist165,1.59,Wheat,Rainfed,Sandy
100000005297,F005297,Bihar,BiharDist20,1.94,Paddy,Borewell,Clay
100000005298,F005298,Karnataka,KarnatakaDist158,3.34,Sugarcane,Rainfed,Clay
100000005299,F005299,Mizoram,MizoramDist109,3.18,Paddy,Borewell,Sandy
100000005300,F005300,Mizoram,MizoramDist196,2.28,Maize,Rainfed,Loam
100000005301,F005301,Madhya Pradesh,MadhyaDist51,1.54,Maize,Rainfed,Loam
100000005302,F005302,Arunachal Pradesh,ArunachalDist40,1.42,Millet,Rainfed,Loam
100000005303,F005303,Andhra Pradesh,AndhraDist124,3.62,Paddy,Borewell,Sandy
100000005304,F005304,Andhra Pradesh,AndhraDist168,2.84,Groundnut,Rainfed,Clay
100000005305,F005305,Manipur,ManipurDist45,1.48,Paddy,Borewell,Loam
100000005306,F005306,Chhattisgarh,ChhattisgarhDist84,4.33,Soybean,Borewell,Sandy
100000005307,F005307,Himachal Pradesh,HimachalDist76,1.64,Apple,Borewell,Sandy
100000005308,F005308,Meghalaya,MeghalayaDist154,0.92,Millet,Borewell,Loam
100000005309,F005309,Himachal Pradesh,HimachalDist45,0.99,Paddy,Canal,Loam
100000005310,F005310,Telangana,TelanganaDist90,0.83,Maize,Borewell,Clay
100000005311,F005311,Kerala,KeralaDist139,1.47,Rubber,Borewell,Loam
100000005312,F005312,Meghalaya,MeghalayaDist149,4.89,Millet,Borewell,Sandy
100000005313,F005313,Arunachal Pradesh,ArunachalDist197,0.96,Paddy,Borewell,Loam
100000005314,F005314,Kerala,KeralaDist96,2.12,Rubber,Canal,Clay
100000005315,F005315,Sikkim,SikkimDist8,1.08,Potato,Canal,Clay
100000005316,F005316,Assam,AssamDist43,1.48,Paddy,Rainfed,Loam
100000005317,F005317,Goa,GoaDist195,0.54,Cashew,Rainfed,Loam
100000005318,F005318,Madhya Pradesh,MadhyaDist40,1.53,Soybean,Borewell,Clay
100000005319,F005319,Gujarat,GujaratDist76,1.56,Groundnut,Borewell,Loam
100000005320,F005320,Karnataka,KarnatakaDist93,2.81,Sugarcane,Borewell,Clay
100000005321,F005321,Andhra Pradesh,AndhraDist86,2.18,Groundnut,Canal,Sandy
100000005322,F005322,Maharashtra,MaharashtraDist95,0.7,Soybean,Rainfed,Loam
100000005323,F005323,Assam,AssamDist39,4.34,Tea,Borewell,Loam
100000005324,F005324,Tamil Nadu,TamilDist14,2.16,Paddy,Rainfed,Sandy
100000005325,F005325,Madhya Pradesh,MadhyaDist94,2.14,Soybean,Rainfed,Loam
100000005326,F005326,Manipur,ManipurDist128,1.81,Maize,Borewell,Sandy
100000005327,F005327,Karnataka,KarnatakaDist127,1.2,Maize,Borewell,Clay
100000005328,F005328,Tamil Nadu,TamilDist160,2.17,Cotton,Borewell,Loam
100000005329,F005329,Tamil Nadu,TamilDist26,2.67,Cotton,Rainfed,Loam
100000005330,F005330,Meghalaya,MeghalayaDist30,0.45,Paddy,Borewell,Loam
100000005331,F005331,Goa,GoaDist113,1.18,Cashew,Rainfed,Clay
100000005332,F005332,Gujarat,GujaratDist183,1.49,Groundnut,Rainfed,Clay
100000005333,F005333,Himachal Pradesh,HimachalDist82,2.24,Apple,Rainfed,Loam
100000005334,F005334,Rajasthan,RajasthanDist32,4.73,Bajra,Borewell,Sandy
100000005335,F005335,Rajasthan,RajasthanDist10,0.98,Bajra,Canal,Loam
100000005336,F005336,Bihar,BiharDist134,1.22,Paddy,Rainfed,Clay
100000005337,F005337,Rajasthan,RajasthanDist98,1.21,Cotton,Canal,Loam
100000005338,F005338,Kerala,KeralaDist189,0.96,Coconut,Borewell,Loam
100000005339,F005339,Karnataka,KarnatakaDist142,1.38,Paddy,Rainfed,Clay
100000005340,F005340,Uttarakhand,UttarakhandDist45,3.38,Rice,Borewell,Clay
100000005341,F005341,Jharkhand,JharkhandDist82,0.78,Pulses,Rainfed,Loam
100000005342,F005342,Jharkhand,JharkhandDist59,2.57,Pulses,Rainfed,Loam
100000005343,F005343,Uttarakhand,UttarakhandDist131,0.47,Rice,Canal,Clay
100000005344,F005344,Himachal Pradesh,HimachalDist26,1.16,Paddy,Borewell,Sandy
100000005345,F005345,Rajasthan,RajasthanDist38,1.4,Cotton,Rainfed,Loam
100000005346,F005346,Assam,AssamDist111,6.96,Tea,Canal,Clay
100000005347,F005347,Tripura,TripuraDist74,1.46,Maize,Rainfed,Loam
100000005348,F005348,Bihar,BiharDist58,0.31,Paddy,Rainfed,Loam
100000005349,F005349,Rajasthan,RajasthanDist176,0.37,Cotton,Rainfed,Sandy
100000005350,F005350,Andhra Pradesh,AndhraDist176,1.87,Maize,Canal,Sandy
100000005351,F005351,Telangana,TelanganaDist4,2.98,Maize,Rainfed,Loam
100000005352,F005352,Himachal Pradesh,HimachalDist79,2.46,Apple,Rainfed,Sandy
100000005353,F005353,Uttarakhand,UttarakhandDist168,2.08,Wheat,Borewell,Clay
100000005354,F005354,West Bengal,WestDist198,4.62,Jute,Borewell,Sandy
100000005355,F005355,Kerala,KeralaDist180,1.18,Paddy,Rainfed,Clay
100000005356,F005356,Meghalaya,MeghalayaDist192,3.73,Millet,Borewell,Loam
100000005357,F005357,Bihar,BiharDist5,0.49,Wheat,Borewell,Clay
100000005358,F005358,Telangana,TelanganaDist9,0.88,Cotton,Borewell,Loam
100000005359,F005359,Punjab,PunjabDist187,0.43,Paddy,Canal,Sandy
100000005360,F005360,Chhattisgarh,ChhattisgarhDist163,1.46,Maize,Canal,Clay
100000005361,F005361,Goa,GoaDist10,1.76,Cashew,Canal,Sandy
100000005362,F005362,Uttar Pradesh,UttarDist125,2.0,Sugarcane,Rainfed,Sandy
100000005363,F005363,Mizoram,MizoramDist129,1.91,Paddy,Canal,Sandy
100000005364,F005364,Uttar Pradesh,UttarDist150,0.87,Wheat,Borewell,Loam
100000005365,F005365,Karnataka,KarnatakaDist100,1.56,Maize,Borewell,Loam
100000005366,F005366,Meghalaya,MeghalayaDist194,0.55,Millet,Borewell,Sandy
100000005367,F005367,Maharashtra,MaharashtraDist49,5.42,Cotton,Borewell,Clay
100000005368,F005368,Himachal Pradesh,HimachalDist60,1.43,Apple,Rainfed,Clay
100000005369,F005369,Tamil Nadu,TamilDist156,1.23,Sugarcane,Borewell,Loam
100000005370,F005370,Himachal Pradesh,HimachalDist131,6.5,Apple,Canal,Loam
100000005371,F005371,Manipur,ManipurDist170,0.67,Paddy,Rainfed,Sandy
100000005372,F005372,Karnataka,KarnatakaDist1,0.74,Maize,Rainfed,Clay
100000005373,F005373,West Bengal,WestDist181,0.76,Jute,Borewell,Sandy
100000005374,F005374,Punjab,PunjabDist90,1.73,Wheat,Borewell,Sandy
100000005375,F005375,Manipur,ManipurDist19,2.57,Paddy,Borewell,Sandy
100000005376,F005376,Chhattisgarh,ChhattisgarhDist62,3.29,Soybean,Borewell,Clay
100000005377,F005377,Rajasthan,RajasthanDist12,14.26,Bajra,Borewell,Clay
100000005378,F005378,Goa,GoaDist183,0.3,Cashew,Rainfed,Clay
100000005379,F005379,Telangana,TelanganaDist44,2.97,Paddy,Borewell,Loam
100000005380,F005380,Arunachal Pradesh,ArunachalDist197,1.17,Millet,Canal,Clay
100000005381,F005381,Tripura,TripuraDist91,1.14,Maize,Canal,Loam
100000005382,F005382,Nagaland,NagalandDist109,1.11,Maize,Borewell,Sandy
100000005383,F005383,Uttarakhand,UttarakhandDist54,0.88,Rice,Borewell,Loam
100000005384,F005384,Manipur,ManipurDist78,7.01,Paddy,Borewell,Sandy
100000005385,F005385,Himachal Pradesh,HimachalDist167,3.57,Maize,Canal,Loam
100000005386,F005386,Manipur,ManipurDist65,1.86,Paddy,Canal,Loam
100000005387,F005387,Odisha,OdishaDist4,5.37,Groundnut,Borewell,Clay
100000005388,F005388,Andhra Pradesh,AndhraDist53,0.54,Maize,Rainfed,Clay
100000005389,F005389,Himachal Pradesh,HimachalDist46,0.63,Maize,Borewell,Loam
100000005390,F005390,Odisha,OdishaDist137,0.32,Paddy,Canal,Clay
100000005391,F005391,Himachal Pradesh,HimachalDist189,1.04,Paddy,Canal,Sandy
100000005392,F005392,Kerala,KeralaDist61,2.07,Paddy,Canal,Clay
100000005393,F005393,Gujarat,GujaratDist16,1.98,Paddy,Borewell,Loam
100000005394,F005394,Rajasthan,RajasthanDist184,2.05,Cotton,Canal,Loam
100000005395,F005395,Maharashtra,MaharashtraDist63,0.59,Cotton,Rainfed,Sandy
100000005396,F005396,Meghalaya,MeghalayaDist160,3.46,Paddy,Rainfed,Loam
100000005397,F005397,Assam,AssamDist107,2.21,Tea,Rainfed,Loam
100000005398,F005398,Bihar,BiharDist133,3.28,Wheat,Canal,Loam
100000005399,F005399,Chhattisgarh,ChhattisgarhDist178,0.4,Paddy,Canal,Loam
100000005400,F005400,Jharkhand,JharkhandDist83,2.34,Paddy,Borewell,Sandy
100000005401,F005401,Arunachal Pradesh,ArunachalDist57,0.7,Millet,Rainfed,Sandy
100000005402,F005402,Madhya Pradesh,MadhyaDist192,1.33,Soybean,Rainfed,Loam
100000005403,F005403,Telangana,TelanganaDist60,2.79,Paddy,Rainfed,Clay
100000005404,F005404,Karnataka,KarnatakaDist107,1.96,Paddy,Borewell,Sandy
100000005405,F005405,Nagaland,NagalandDist179,0.92,Maize,Borewell,Clay
100000005406,F005406,Telangana,TelanganaDist81,1.83,Cotton,Rainfed,Clay
100000005407,F005407,Himachal Pradesh,HimachalDist171,0.54,Apple,Borewell,Loam
100000005408,F005408,Karnataka,KarnatakaDist187,4.57,Sugarcane,Rainfed,Clay
100000005409,F005409,Madhya Pradesh,MadhyaDist7,1.55,Maize,Rainfed,Sandy
100000005410,F005410,Assam,AssamDist162,4.46,Paddy,Rainfed,Sandy
100000005411,F005411,Nagaland,NagalandDist70,1.2,Paddy,Borewell,Clay
100000005412,F005412,Maharashtra,MaharashtraDist10,1.2,Sugarcane,Canal,Loam
100000005413,F005413,Andhra Pradesh,AndhraDist55,0.99,Maize,Canal,Clay
100000005414,F005414,Jharkhand,JharkhandDist142,3.67,Pulses,Rainfed,Clay
100000005415,F005415,Odisha,OdishaDist22,1.03,Paddy,Rainfed,Clay
100000005416,F005416,Gujarat,GujaratDist130,3.05,Paddy,Borewell,Clay
100000005417,F005417,Bihar,BiharDist169,1.34,Paddy,Rainfed,Loam
100000005418,F005418,Kerala,KeralaDist62,0.38,Paddy,Canal,Loam
100000005419,F005419,Bihar,BiharDist176,1.15,Maize,Canal,Loam
100000005420,F005420,Himachal Pradesh,HimachalDist49,0.71,Paddy,Rainfed,Clay
100000005421,F005421,Uttarakhand,UttarakhandDist150,1.87,Rice,Borewell,Loam
100000005422,F005422,Manipur,ManipurDist66,0.7,Maize,Borewell,Clay
100000005423,F005423,Jharkhand,JharkhandDist195,3.82,Maize,Canal,Clay
100000005424,F005424,Goa,GoaDist18,1.69,Cashew,Borewell,Sandy
100000005425,F005425,West Bengal,WestDist191,1.58,Paddy,Rainfed,Loam
100000005426,F005426,Sikkim,SikkimDist118,3.08,Potato,Rainfed,Sandy
100000005427,F005427,Telangana,TelanganaDist136,3.94,Cotton,Rainfed,Loam
100000005428,F005428,Odisha,OdishaDist140,1.79,Groundnut,Rainfed,Sandy
100000005429,F005429,Himachal Pradesh,HimachalDist129,0.98,Paddy,Borewell,Sandy
100000005430,F005430,Meghalaya,MeghalayaDist173,0.44,Paddy,Rainfed,Clay
100000005431,F005431,Uttar Pradesh,UttarDist136,1.05,Paddy,Canal,Clay
100000005432,F005432,Arunachal Pradesh,ArunachalDist117,1.11,Millet,Borewell,Loam
100000005433,F005433,Bihar,BiharDist111,1.99,Maize,Rainfed,Sandy
100000005434,F005434,Maharashtra,MaharashtraDist42,1.38,Soybean,Rainfed,Loam
100000005435,F005435,Madhya Pradesh,MadhyaDist149,3.16,Soybean,Borewell,Sandy
100000005436,F005436,Meghalaya,MeghalayaDist30,1.12,Paddy,Canal,Clay
100000005437,F005437,Andhra Pradesh,AndhraDist152,1.74,Groundnut,Rainfed,Clay
100000005438,F005438,Rajasthan,RajasthanDist124,4.7,Cotton,Canal,Sandy
100000005439,F005439,Uttarakhand,UttarakhandDist35,2.4,Rice,Borewell,Clay
100000005440,F005440,Kerala,KeralaDist10,1.74,Rubber,Rainfed,Clay
100000005441,F005441,Rajasthan,RajasthanDist100,1.13,Cotton,Rainfed,Sandy
100000005442,F005442,Rajasthan,RajasthanDist188,1.1,Bajra,Borewell,Clay
100000005443,F005443,Karnataka,KarnatakaDist70,0.92,Sugarcane,Rainfed,Sandy
100000005444,F005444,Goa,GoaDist56,1.18,Paddy,Rainfed,Clay
100000005445,F005445,Tripura,TripuraDist161,3.34,Paddy,Rainfed,Loam
100000005446,F005446,Tamil Nadu,TamilDist16,1.53,Cotton,Canal,Sandy
100000005447,F005447,Tamil Nadu,TamilDist104,0.62,Cotton,Rainfed,Loam
100000005448,F005448,Andhra Pradesh,AndhraDist48,7.5,Paddy,Canal,Clay
100000005449,F005449,Tripura,TripuraDist154,2.35,Maize,Rainfed,Clay
100000005450,F005450,Uttarakhand,UttarakhandDist102,0.59,Wheat,Borewell,Clay
100000005451,F005451,Uttar Pradesh,UttarDist135,1.28,Wheat,Canal,Loam
100000005452,F005452,Himachal Pradesh,HimachalDist29,1.99,Apple,Canal,Clay
100000005453,F005453,Madhya Pradesh,MadhyaDist121,7.13,Wheat,Rainfed,Clay
100000005454,F005454,Uttar Pradesh,UttarDist90,0.75,Wheat,Borewell,Loam
100000005455,F005455,Maharashtra,MaharashtraDist12,3.98,Soybean,Borewell,Sandy
100000005456,F005456,Andhra Pradesh,AndhraDist54,5.58,Groundnut,Borewell,Sandy
100000005457,F005457,Tripura,TripuraDist72,1.1,Maize,Borewell,Clay
100000005458,F005458,Punjab,PunjabDist91,1.46,Paddy,Borewell,Loam
100000005459,F005459,Punjab,PunjabDist68,0.8,Wheat,Borewell,Sandy
100000005460,F005460,Arunachal Pradesh,ArunachalDist25,1.55,Paddy,Borewell,Loam
100000005461,F005461,Himachal Pradesh,HimachalDist8,1.77,Paddy,Rainfed,Sandy
100000005462,F005462,Uttar Pradesh,UttarDist95,3.09,Wheat,Rainfed,Sandy
100000005463,F005463,Punjab,PunjabDist147,4.36,Paddy,Rainfed,Sandy
100000005464,F005464,Jharkhand,JharkhandDist191,1.0,Paddy,Canal,Loam
100000005465,F005465,Jharkhand,JharkhandDist79,0.38,Paddy,Canal,Clay
