aadhaar,farmer_id,state,district,land_size_acres,usual_crop,irrigation_type,soil_type
100000004522,F004522,Haryana,HDist109,4.3,Paddy,Borewell,Loam
100000004523,F004523,Meghalaya,MDist2,2.71,Millet,Canal,Sandy
100000004524,F004524,Uttarakhand,UDist91,9.58,Rice,Borewell,Clay
100000004525,F004525,Puducherry,PDist17,4.68,Sugarcane,Borewell,Sandy
100000004526,F004526,Andhra Pradesh,APDist53,4.55,Maize,Rainfed,Sandy
100000004527,F004527,Arunachal Pradesh,APDist98,0.6,Paddy,Rainfed,Clay
100000004528,F004528,Maharashtra,MDist143,3.36,Sugarcane,Canal,Loam
100000004529,F004529,Chandigarh,CDist110,1.75,Wheat,Borewell,Loam
100000004530,F004530,Sikkim,SDist17,1.17,Potato,Rainfed,Sandy
100000004531,F004531,Gujarat,GDist8,2.08,Groundnut,Rainfed,Sandy
100000004532,F004532,Maharashtra,MDist123,3.88,Soybean,Borewell,Loam
100000004533,F004533,Kerala,KDist72,2.72,Rubber,Canal,Loam
100000004534,F004534,Sikkim,SDist72,0.9,Paddy,Borewell,Sandy
100000004535,F004535,Arunachal Pradesh,APDist28,3.3,Paddy,Canal,Loam
100000004536,F004536,Madhya Pradesh,MPDist85,1.09,Wheat,Rainfed,Sandy
100000004537,F004537,Uttarakhand,UDist64,2.17,Wheat,Rainfed,Sandy
100000004538,F004538,Bihar,BDist102,1.43,Maize,Canal,Sandy
100000004539,F004539,Sikkim,SDist92,1.53,Paddy,Borewell,Sandy
100000004540,F004540,Karnataka,KDist31,3.36,Maize,Canal,Loam
100000004541,F004541,Nagaland,NDist105,0.79,Maize,Canal,Clay
100000004542,F004542,Tamil Nadu,TNDist100,8.64,Sugarcane,Rainfed,Loam
100000004543,F004543,Gujarat,GDist7,0.42,Paddy,Canal,Sandy
100000004544,F004544,Himachal Pradesh,HPDist66,1.13,Maize,Canal,Clay
100000004545,F004545,Rajasthan,RDist139,2.45,Wheat,Canal,Clay
100000004546,F004546,West Bengal,WBDist150,2.91,Maize,Borewell,Sandy
100000004547,F004547,Goa,GDist54,1.68,Cashew,Borewell,Clay
100000004548,F004548,Telangana,TDist40,1.74,Cotton,Borewell,Loam
100000004549,F004549,Jammu & Kashmir,J&KDist9,2.53,Paddy,Borewell,Loam
100000004550,F004550,Andaman & Nicobar,A&NDist58,1.51,Paddy,Canal,Clay
100000004551,F004551,Maharashtra,MDist57,5.55,Cotton,Borewell,Sandy
100000004552,F004552,Delhi,DDist97,3.57,Vegetables,Borewell,Clay
100000004553,F004553,Telangana,TDist104,3.66,Maize,Borewell,Sandy
100000004554,F004554,Rajasthan,RDist67,0.84,Wheat,Rainfed,Loam
100000004555,F004555,Uttar Pradesh,UPDist88,1.71,Paddy,Borewell,Loam
100000004556,F004556,Nagaland,NDist91,1.43,Maize,Canal,Clay
100000004557,F004557,Andaman & Nicobar,A&NDist35,0.82,Paddy,Canal,Loam
100000004558,F004558,Kerala,KDist9,2.43,Coconut,Borewell,Clay
100000004559,F004559,Rajasthan,RDist120,1.19,Cotton,Borewell,Loam
100000004560,F004560,Andhra Pradesh,APDist116,3.08,Paddy,Borewell,Sandy
100000004561,F004561,Maharashtra,MDist63,0.77,Sugarcane,Borewell,Sandy
100000004562,F004562,Uttar Pradesh,UPDist54,7.21,Sugarcane,Rainfed,Sandy
100000004563,F004563,Gujarat,GDist28,0.89,Paddy,Canal,Sandy
100000004564,F004564,Madhya Pradesh,MPDist45,2.17,Wheat,Borewell,Loam
100000004565,F004565,Tamil Nadu,TNDist77,3.43,Cotton,Borewell,Sandy
100000004566,F004566,Andhra Pradesh,APDist115,1.15,Groundnut,Borewell,Sandy
100000004567,F004567,Assam,ADist108,3.6,Paddy,Rainfed,Loam
100000004568,F004568,Jammu & Kashmir,J&KDist148,0.68,Apple,Borewell,Sandy
100000004569,F004569,Rajasthan,RDist121,5.82,Bajra,Rainfed,Clay
100000004570,F004570,Maharashtra,MDist51,1.84,Soybean,Borewell,Sandy
100000004571,F004571,Uttarakhand,UDist115,1.13,Rice,Canal,Sandy
100000004572,F004572,Andhra Pradesh,APDist32,1.43,Paddy,Borewell,Clay
100000004573,F004573,Tamil Nadu,TNDist20,3.48,Sugarcane,Borewell,Clay
100000004574,F004574,Ladakh,LDist19,1.14,Potato,Borewell,Clay
100000004575,F004575,Himachal Pradesh,HPDist40,1.0,Maize,Canal,Sandy
100000004576,F004576,Andaman & Nicobar,A&NDist48,1.53,Paddy,Borewell,Clay
100000004577,F004577,Meghalaya,MDist44,0.71,Paddy,Borewell,Loam
100000004578,F004578,Nagaland,NDist49,7.82,Maize,Rainfed,Clay
100000004579,F004579,Uttar Pradesh,UPDist80,1.16,Paddy,Canal,Clay
100000004580,F004580,Rajasthan,RDist77,3.54,Bajra,Borewell,Loam
100000004581,F004581,Andaman & Nicobar,A&NDist13,2.15,Coconut,Borewell,Clay
100000004582,F004582,Haryana,HDist64,0.83,Cotton,Rainfed,Loam
100000004583,F004583,Manipur,MDist95,1.81,Maize,Borewell,Clay
100000004584,F004584,Bihar,BDist54,3.41,Wheat,Borewell,Sandy
100000004585,F004585,Chhattisgarh,CDist131,1.57,Soybean,Borewell,Clay
100000004586,F004586,West Bengal,WBDist52,4.73,Paddy,Borewell,Sandy
100000004587,F004587,Meghalaya,MDist93,4.13,Paddy,Rainfed,Sandy
100000004588,F004588,Himachal Pradesh,HPDist87,3.8,Paddy,Rainfed,Clay
100000004589,F004589,Ladakh,LDist43,1.26,Barley,Borewell,Sandy
100000004590,F004590,Nagaland,NDist42,0.77,Paddy,Canal,Clay
100000004591,F004591,Chandigarh,CDist56,1.12,Vegetables,Rainfed,Sandy
100000004592,F004592,Ladakh,LDist114,2.13,Barley,Borewell,Sandy
100000004593,F004593,Kerala,KDist147,2.82,Coconut,Borewell,Loam
100000004594,F004594,Nagaland,NDist36,0.32,Paddy,Rainfed,Sandy
100000004595,F004595,Chandigarh,CDist25,1.81,Wheat,Rainfed,Clay
100000004596,F004596,Chandigarh,CDist138,2.07,Vegetables,Borewell,Clay
100000004597,F004597,Andaman & Nicobar,A&NDist8,1.46,Coconut,Borewell,Loam
100000004598,F004598,Madhya Pradesh,MPDist3,5.12,Wheat,Canal,Clay
100000004599,F004599,Punjab,PDist129,2.55,Paddy,Canal,Sandy
100000004600,F004600,West Bengal,WBDist107,5.2,Jute,Borewell,Loam
100000004601,F004601,Kerala,KDist113,1.53,Rubber,Rainfed,Clay
100000004602,F004602,Tripura,TDist6,3.86,Paddy,Canal,Sandy
100000004603,F004603,Karnataka,KDist102,6.74,Paddy,Canal,Loam
100000004604,F004604,Jammu & Kashmir,J&KDist76,5.2,Paddy,Borewell,Loam
100000004605,F004605,Tripura,TDist4,0.76,Paddy,Borewell,Loam
100000004606,F004606,Meghalaya,MDist73,1.49,Paddy,Rainfed,Clay
100000004607,F004607,Puducherry,PDist57,1.38,Sugarcane,Borewell,Loam
100000004608,F004608,Assam,ADist61,2.7,Paddy,Rainfed,Loam
100000004609,F004609,Tripura,TDist19,3.16,Maize,Rainfed,Loam
100000004610,F004610,Odisha,ODist97,0.93,Paddy,Canal,Clay
100000004611,F004611,Jharkhand,JDist131,1.92,Paddy,Rainfed,Clay
100000004612,F004612,Punjab,PDist16,0.36,Paddy,Borewell,Clay
100000004613,F004613,Kerala,KDist86,5.78,Coconut,Borewell,Sandy
100000004614,F004614,Madhya Pradesh,MPDist72,1.21,Maize,Canal,Sandy
100000004615,F004615,Chhattisgarh,CDist121,1.91,Paddy,Borewell,Sandy
100000004616,F004616,Manipur,MDist71,1.42,Paddy,Rainfed,Clay
100000004617,F004617,Jharkhand,JDist4,4.56,Paddy,Rainfed,Sandy
100000004618,F004618,Jammu & Kashmir,J&KDist133,0.2,Paddy,Rainfed,Sandy
100000004619,F004619,Telangana,TDist8,1.8,Paddy,Borewell,Sandy
100000004620,F004620,West Bengal,WBDist32,1.67,Maize,Borewell,Sandy
100000004621,F004621,Puducherry,PDist17,1.27,Paddy,Borewell,Sandy
100000004622,F004622,Karnataka,KDist130,7.25,Maize,Rainfed,Sandy
100000004623,F004623,Chhattisgarh,CDist29,0.9,Maize,Borewell,Sandy
100000004624,F004624,Delhi,DDist43,3.38,Paddy,Canal,Loam
100000004625,F004625,Sikkim,SDist72,2.42,Paddy,Rainfed,Loam
100000004626,F004626,Chhattisgarh,CDist44,5.0,Paddy,Rainfed,Clay
100000004627,F004627,Telangana,TDist62,1.07,Paddy,Rainfed,Loam
100000004628,F004628,Manipur,MDist66,1.01,Maize,Borewell,Sandy
100000004629,F004629,Maharashtra,MDist58,4.38,Sugarcane,Rainfed,Sandy
100000004630,F004630,Arunachal Pradesh,APDist33,2.56,Millet,Borewell,Loam
100000004631,F004631,Assam,ADist127,0.53,Tea,Borewell,Loam
100000004632,F004632,Gujarat,GDist125,1.18,Cotton,Borewell,Clay
100000004633,F004633,Karnataka,KDist60,2.48,Ragi,Canal,Clay
100000004634,F004634,Gujarat,GDist8,3.56,Paddy,Borewell,Loam
100000004635,F004635,Madhya Pradesh,MPDist136,1.06,Maize,Borewell,Sandy
100000004636,F004636,Uttar Pradesh,UPDist97,0.2,Paddy,Canal,Clay
100000004637,F004637,Uttar Pradesh,UPDist75,2.77,Paddy,Rainfed,Clay
100000004638,F004638,Ladakh,LDist133,0.69,Potato,Borewell,Loam
100000004639,F004639,Maharashtra,MDist73,0.36,Maize,Rainfed,Loam
100000004640,F004640,Andhra Pradesh,APDist85,0.2,Maize,Canal,Clay
100000004641,F004641,Ladakh,LDist144,3.49,Potato,Borewell,Sandy
100000004642,F004642,Bihar,BDist118,2.02,Paddy,Canal,Loam
100000004643,F004643,Rajasthan,RDist69,1.52,Bajra,Rainfed,Sandy
100000004644,F004644,Karnataka,KDist94,5.54,Maize,Borewell,Loam
100000004645,F004645,Himachal Pradesh,HPDist49,3.03,Maize,Rainfed,Clay
100000004646,F004646,Kerala,KDist66,6.64,Rubber,Rainfed,Loam
100000004647,F004647,Puducherry,PDist116,0.6,Sugarcane,Rainfed,Clay
100000004648,F004648,Jammu & Kashmir,J&KDist118,1.77,Paddy,Borewell,Sandy
100000004649,F004649,Chhattisgarh,CDist116,0.5,Soybean,Borewell,Clay
100000004650,F004650,Manipur,MDist88,1.52,Maize,Rainfed,Loam
100000004651,F004651,Ladakh,LDist14,1.49,Barley,Rainfed,Clay
100000004652,F004652,Andaman & Nicobar,A&NDist72,3.01,Coconut,Rainfed,Sandy
100000004653,F004653,Maharashtra,MDist130,1.89,Cotton,Rainfed,Loam
100000004654,F004654,Jammu & Kashmir,J&KDist82,3.0,Apple,Canal,Clay
100000004655,F004655,Chandigarh,CDist138,3.2,Vegetables,Borewell,Loam
100000004656,F004656,Sikkim,SDist38,10.22,Potato,Rainfed,Sandy
100000004657,F004657,Tripura,TDist31,1.42,Maize,Canal,Sandy
100000004658,F004658,Karnataka,KDist148,0.86,Sugarcane,Canal,Sandy
100000004659,F004659,Chhattisgarh,CDist144,2.22,Soybean,Borewell,Sandy
100000004660,F004660,Sikkim,SDist117,0.96,Potato,Borewell,Sandy
100000004661,F004661,Uttarakhand,UDist32,5.96,Rice,Canal,Clay
100000004662,F004662,West Bengal,WBDist1,1.45,Jute,Borewell,Sandy
100000004663,F004663,Andhra Pradesh,APDist39,1.16,Paddy,Rainfed,Clay
100000004664,F004664,Meghalaya,MDist125,1.25,Paddy,Borewell,Clay
100000004665,F004665,Karnataka,KDist79,3.24,Sugarcane,Rainfed,Loam
100000004666,F004666,Jharkhand,JDist39,1.61,Maize,Rainfed,Clay
100000004667,F004667,Telangana,TDist106,1.09,Paddy,Rainfed,Sandy
100000004668,F004668,Uttarakhand,UDist119,6.91,Wheat,Rainfed,Clay
100000004669,F004669,Meghalaya,MDist37,0.92,Millet,Rainfed,Sandy
100000004670,F004670,Tamil Nadu,TNDist83,1.87,Cotton,Canal,Clay
100000004671,F004671,Madhya Pradesh,MPDist6,3.07,Maize,Borewell,Sandy
100000004672,F004672,Mizoram,MDist76,0.49,Paddy,Rainfed,Loam
100000004673,F004673,Haryana,HDist38,2.68,Wheat,Rainfed,Clay
100000004674,F004674,Ladakh,LDist120,0.78,Barley,Borewell,Loam
100000004675,F004675,Gujarat,GDist46,3.52,Cotton,Borewell,Clay
100000004676,F004676,Jammu & Kashmir,J&KDist141,0.84,Paddy,Canal,Sandy
100000004677,F004677,Gujarat,GDist113,3.17,Cotton,Borewell,Clay
100000004678,F004678,Assam,ADist60,4.41,Paddy,Rainfed,Clay
100000004679,F004679,Chhattisgarh,CDist14,3.63,Maize,Borewell,Clay
100000004680,F004680,Odisha,ODist112,2.23,Groundnut,Rainfed,Sandy
100000004681,F004681,Arunachal Pradesh,APDist48,1.51,Millet,Rainfed,Clay
100000004682,F004682,Uttar Pradesh,UPDist24,1.15,Wheat,Borewell,Loam
100000004683,F004683,Himachal Pradesh,HPDist83,5.91,Apple,Borewell,Sandy
100000004684,F004684,Odisha,ODist30,1.04,Paddy,Borewell,Sandy
100000004685,F004685,Uttarakhand,UDist112,0.79,Wheat,Borewell,Loam
100000004686,F004686,Chhattisgarh,CDist133,3.1,Maize,Canal,Clay
100000004687,F004687,Assam,ADist143,0.96,Tea,Borewell,Loam
100000004688,F004688,Tripura,TDist113,0.85,Maize,Borewell,Clay
100000004689,F004689,Andhra Pradesh,APDist96,0.57,Groundnut,Canal,Clay
100000004690,F004690,Assam,ADist150,1.24,Tea,Canal,Clay
100000004691,F004691,West Bengal,WBDist64,1.71,Jute,Rainfed,Clay
100000004692,F004692,Rajasthan,RDist94,2.21,Wheat,Borewell,Clay
100000004693,F004693,Goa,GDist52,3.9,Cashew,Rainfed,Clay
100000004694,F004694,Ladakh,LDist51,2.78,Potato,Canal,Loam
100000004695,F004695,Nagaland,NDist41,1.56,Maize,Canal,Loam
100000004696,F004696,Haryana,HDist20,1.55,Wheat,Rainfed,Clay
100000004697,F004697,Rajasthan,RDist33,2.74,Bajra,Rainfed,Clay
100000004698,F004698,Mizoram,MDist136,5.04,Maize,Rainfed,Sandy
100000004699,F004699,Gujarat,GDist143,2.02,Groundnut,Rainfed,Loam
100000004700,F004700,Mizoram,MDist31,1.25,Paddy,Borewell,Clay
100000004701,F004701,Himachal Pradesh,HPDist4,0.82,Paddy,Canal,Clay
100000004702,F004702,Andaman & Nicobar,A&NDist131,0.57,Coconut,Canal,Sandy
100000004703,F004703,Assam,ADist9,3.11,Paddy,Borewell,Loam
100000004704,F004704,Haryana,HDist133,2.89,Cotton,Rainfed,Clay
100000004705,F004705,West Bengal,WBDist25,2.89,Jute,Borewell,Loam
100000004706,F004706,Uttarakhand,UDist42,1.64,Wheat,Canal,Clay
100000004707,F004707,Odisha,ODist89,5.62,Groundnut,Rainfed,Clay
100000004708,F004708,Andaman & Nicobar,A&NDist144,1.24,Coconut,Rainfed,Loam
100000004709,F004709,Mizoram,MDist63,3.91,Maize,Borewell,Loam
100000004710,F004710,Manipur,MDist91,1.77,Paddy,Rainfed,Clay
100000004711,F004711,Puducherry,PDist25,1.12,Paddy,Rainfed,Clay
100000004712,F004712,Maharashtra,MDist129,2.93,Cotton,Rainfed,Sandy
100000004713,F004713,Uttar Pradesh,UPDist145,2.53,Paddy,Canal,Clay
100000004714,F004714,Rajasthan,RDist142,2.42,Bajra,Rainfed,Loam
100000004715,F004715,Puducherry,PDist146,1.94,Sugarcane,Borewell,Loam
100000004716,F004716,Telangana,TDist83,1.77,Maize,Borewell,Sandy
100000004717,F004717,Chandigarh,CDist70,12.31,Wheat,Canal,Clay
100000004718,F004718,Nagaland,NDist131,4.7,Paddy,Canal,Clay
100000004719,F004719,Haryana,HDist95,3.25,Cotton,Borewell,Sandy
100000004720,F004720,Uttarakhand,UDist45,1.99,Rice,Borewell,Loam
100000004721,F004721,Ladakh,LDist89,4.08,Potato,Borewell,Clay
100000004722,F004722,Sikkim,SDist35,2.76,Potato,Rainfed,Sandy
100000004723,F004723,Chandigarh,CDist34,1.86,Wheat,Borewell,Clay
100000004724,F004724,Odisha,ODist58,1.43,Groundnut,Borewell,Clay
100000004725,F004725,Telangana,TDist56,1.71,Cotton,Borewell,Sandy
100000004726,F004726,Kerala,KDist110,0.2,Paddy,Rainfed,Loam
100000004727,F004727,Jammu & Kashmir,J&KDist124,2.16,Paddy,Rainfed,Clay
100000004728,F004728,Himachal Pradesh,HPDist59,1.23,Apple,Rainfed,Loam
100000004729,F004729,Chandigarh,CDist140,6.52,Vegetables,Rainfed,Sandy
100000004730,F004730,Delhi,DDist73,1.85,Paddy,Rainfed,Sandy
100000004731,F004731,Jharkhand,JDist33,0.7,Paddy,Borewell,Sandy
100000004732,F004732,Telangana,TDist87,1.75,Maize,Canal,Loam
100000004733,F004733,Bihar,BDist24,0.79,Paddy,Rainfed,Sandy
100000004734,F004734,Gujarat,GDist150,2.66,Cotton,Borewell,Loam
100000004735,F004735,Uttar Pradesh,UPDist74,2.3,Sugarcane,Canal,Sandy
100000004736,F004736,Jammu & Kashmir,J&KDist80,3.92,Apple,Canal,Sandy
100000004737,F004737,Delhi,DDist46,0.97,Paddy,Borewell,Clay
100000004738,F004738,Andaman & Nicobar,A&NDist82,1.87,Paddy,Borewell,Sandy
100000004739,F004739,Punjab,PDist75,0.61,Paddy,Borewell,Clay
100000004740,F004740,Uttarakhand,UDist146,3.19,Wheat,Canal,Sandy
100000004741,F004741,Andaman & Nicobar,A&NDist147,2.76,Paddy,Borewell,Clay
100000004742,F004742,Rajasthan,RDist17,2.71,Cotton,Borewell,Sandy
100000004743,F004743,Haryana,HDist14,1.82,Cotton,Borewell,Clay
100000004744,F004744,Goa,GDist130,2.54,Cashew,Borewell,Clay
100000004745,F004745,Tripura,TDist146,6.58,Maize,Rainfed,Sandy
100000004746,F004746,Goa,GDist141,1.45,Cashew,Canal,Loam
100000004747,F004747,Haryana,HDist107,2.04,Wheat,Rainfed,Loam
100000004748,F004748,Bihar,BDist150,0.76,Maize,Borewell,Clay
100000004749,F004749,Assam,ADist131,0.91,Tea,Borewell,Sandy
100000004750,F004750,Andhra Pradesh,APDist47,1.97,Paddy,Rainfed,Sandy
100000004751,F004751,Nagaland,NDist101,4.41,Paddy,Canal,Clay
100000004752,F004752,West Bengal,WBDist89,1.48,Maize,Canal,Sandy
100000004753,F004753,Haryana,HDist56,1.51,Paddy,Borewell,Clay
100000004754,F004754,Mizoram,MDist115,1.32,Paddy,Rainfed,Loam
100000004755,F004755,Ladakh,LDist86,1.19,Potato,Borewell,Clay
100000004756,F004756,Ladakh,LDist113,2.31,Potato,Borewell,Sandy
100000004757,F004757,Goa,GDist131,0.55,Cashew,Canal,Clay
100000004758,F004758,Arunachal Pradesh,APDist101,5.08,Millet,Rainfed,Sandy
100000004759,F004759,Uttar Pradesh,UPDist24,1.07,Sugarcane,Canal,Clay
100000004760,F004760,Jammu & Kashmir,J&KDist129,3.25,Paddy,Rainfed,Loam
100000004761,F004761,Meghalaya,MDist147,0.66,Paddy,Borewell,Clay
100000004762,F004762,Telangana,TDist126,3.11,Cotton,Rainfed,Clay
100000004763,F004763,Maharashtra,MDist46,3.12,Sugarcane,Borewell,Sandy
100000004764,F004764,Andaman & Nicobar,A&NDist19,2.48,Coconut,Canal,Clay
100000004765,F004765,Kerala,KDist104,0.82,Rubber,Borewell,Sandy
100000004766,F004766,Meghalaya,MDist101,2.22,Paddy,Rainfed,Clay
100000004767,F004767,Punjab,PDist87,0.71,Paddy,Borewell,Loam
100000004768,F004768,Uttar Pradesh,UPDist31,1.49,Paddy,Borewell,Loam
100000004769,F004769,Bihar,BDist15,4.15,Maize,Borewell,Clay
100000004770,F004770,Punjab,PDist51,3.45,Wheat,Borewell,Sandy
100000004771,F004771,Ladakh,LDist42,1.84,Barley,Canal,Clay
100000004772,F004772,Rajasthan,RDist77,0.84,Cotton,Canal,Clay
100000004773,F004773,Andaman & Nicobar,A&NDist25,3.05,Coconut,Borewell,Loam
100000004774,F004774,Rajasthan,RDist33,1.85,Wheat,Rainfed,Loam
100000004775,F004775,Meghalaya,MDist50,0.28,Paddy,Rainfed,Loam
100000004776,F004776,Ladakh,LDist138,3.41,Potato,Borewell,Loam
100000004777,F004777,Odisha,ODist18,1.79,Paddy,Borewell,Clay
100000004778,F004778,Andaman & Nicobar,A&NDist106,4.77,Paddy,Borewell,Sandy
100000004779,F004779,Goa,GDist95,0.76,Cashew,Canal,Clay
100000004780,F004780,Telangana,TDist112,0.2,Paddy,Canal,Clay
100000004781,F004781,Madhya Pradesh,MPDist46,2.28,Wheat,Rainfed,Loam
100000004782,F004782,Manipur,MDist27,2.3,Paddy,Borewell,Loam
100000004783,F004783,Telangana,TDist106,0.47,Cotton,Borewell,Sandy
100000004784,F004784,Andaman & Nicobar,A&NDist9,0.83,Paddy,Rainfed,Clay
100000004785,F004785,Jammu & Kashmir,J&KDist141,16.51,Paddy,Rainfed,Loam
100000004786,F004786,Tamil Nadu,TNDist80,1.43,Cotton,Borewell,Sandy
100000004787,F004787,Tamil Nadu,TNDist3,3.27,Paddy,Rainfed,Clay
100000004788,F004788,Gujarat,GDist126,1.08,Groundnut,Rainfed,Sandy
100000004789,F004789,Mizoram,MDist141,0.34,Maize,Borewell,Sandy
100000004790,F004790,West Bengal,WBDist57,1.59,Maize,Rainfed,Sandy
100000004791,F004791,Manipur,MDist123,1.47,Maize,Borewell,Sandy
100000004792,F004792,Jharkhand,JDist20,1.32,Paddy,Rainfed,Sandy
100000004793,F004793,Tamil Nadu,TNDist63,1.66,Paddy,Borewell,Clay
100000004794,F004794,Odisha,ODist1,2.25,Groundnut,Borewell,Loam
100000004795,F004795,Mizoram,MDist110,1.62,Maize,Rainfed,Loam
100000004796,F004796,Karnataka,KDist97,0.66,Ragi,Borewell,Sandy
100000004797,F004797,Arunachal Pradesh,APDist60,2.69,Millet,Borewell,Sandy
100000004798,F004798,Tripura,TDist77,0.38,Maize,Borewell,Clay
100000004799,F004799,Chandigarh,CDist138,0.35,Vegetables,Rainfed,Clay
100000004800,F004800,Mizoram,MDist63,3.29,Maize,Rainfed,Sandy
100000004801,F004801,Rajasthan,RDist41,2.73,Bajra,Canal,Clay
100000004802,F004802,Goa,GDist19,1.74,Paddy,Borewell,Clay
100000004803,F004803,Goa,GDist33,0.6,Cashew,Borewell,Sandy
100000004804,F004804,Kerala,KDist74,1.03,Rubber,Canal,Loam
100000004805,F004805,Tamil Nadu,TNDist146,1.48,Cotton,Borewell,Clay
100000004806,F004806,Chhattisgarh,CDist121,0.51,Soybean,Borewell,Loam
100000004807,F004807,Gujarat,GDist105,1.01,Groundnut,Canal,Loam
100000004808,F004808,Sikkim,SDist81,3.07,Paddy,Borewell,Loam
100000004809,F004809,Arunachal Pradesh,APDist135,5.71,Millet,Canal,Sandy
100000004810,F004810,Puducherry,PDist122,1.3,Sugarcane,Borewell,Clay
100000004811,F004811,Madhya Pradesh,MPDist132,3.34,Soybean,Borewell,Sandy
100000004812,F004812,Meghalaya,MDist84,0.39,Millet,Borewell,Sandy
100000004813,F004813,Sikkim,SDist12,3.09,Paddy,Rainfed,Loam
100000004814,F004814,Delhi,DDist7,0.96,Vegetables,Borewell,Sandy
100000004815,F004815,Goa,GDist104,2.33,Paddy,Rainfed,Sandy
100000004816,F004816,Tamil Nadu,TNDist78,1.49,Paddy,Borewell,Loam
100000004817,F004817,Goa,GDist114,5.24,Cashew,Canal,Loam
100000004818,F004818,Karnataka,KDist142,0.91,Paddy,Rainfed,Clay
100000004819,F004819,Jammu & Kashmir,J&KDist81,3.01,Paddy,Rainfed,Sandy
100000004820,F004820,Madhya Pradesh,MPDist123,1.46,Maize,Rainfed,Clay
100000004821,F004821,Jharkhand,JDist7,1.61,Maize,Borewell,Sandy
100000004822,F004822,Tamil Nadu,TNDist33,1.57,Paddy,Rainfed,Loam
100000004823,F004823,Gujarat,GDist124,0.93,Cotton,Canal,Sandy
100000004824,F004824,Andaman & Nicobar,A&NDist74,1.8,Paddy,Borewell,Sandy
100000004825,F004825,Karnataka,KDist110,1.73,Paddy,Borewell,Clay
100000004826,F004826,Madhya Pradesh,MPDist67,2.21,Maize,Rainfed,Sandy
100000004827,F004827,Chandigarh,CDist109,1.95,Wheat,Rainfed,Clay
100000004828,F004828,Delhi,DDist122,3.45,Vegetables,Canal,Clay
100000004829,F004829,Ladakh,LDist84,3.81,Potato,Rainfed,Clay
100000004830,F004830,Odisha,ODist114,0.79,Paddy,Rainfed,Clay
100000004831,F004831,Ladakh,LDist137,3.65,Barley,Borewell,Loam
100000004832,F004832,Chandigarh,CDist39,0.71,Wheat,Borewell,Sandy
100000004833,F004833,Maharashtra,MDist6,2.92,Sugarcane,Canal,Clay
100000004834,F004834,Jharkhand,JDist78,2.99,Maize,Borewell,Clay
100000004835,F004835,Meghalaya,MDist30,0.39,Paddy,Borewell,Loam
100000004836,F004836,Goa,GDist5,1.96,Cashew,Borewell,Clay
100000004837,F004837,Nagaland,NDist142,1.25,Maize,Canal,Loam
100000004838,F004838,Punjab,PDist104,0.99,Wheat,Rainfed,Sandy
100000004839,F004839,Assam,ADist130,5.37,Tea,Canal,Clay
100000004840,F004840,Assam,ADist36,1.08,Paddy,Rainfed,Clay
100000004841,F004841,Karnataka,KDist57,0.96,Paddy,Borewell,Sandy
100000004842,F004842,Meghalaya,MDist105,1.94,Millet,Rainfed,Clay
100000004843,F004843,Uttar Pradesh,UPDist55,3.15,Sugarcane,Canal,Loam
100000004844,F004844,Arunachal Pradesh,APDist107,1.63,Millet,Rainfed,Sandy
100000004845,F004845,Puducherry,PDist113,4.63,Paddy,Rainfed,Loam
100000004846,F004846,Bihar,BDist129,2.79,Wheat,Canal,Clay
100000004847,F004847,Haryana,HDist59,0.32,Paddy,Rainfed,Sandy
100000004848,F004848,Odisha,ODist65,1.19,Groundnut,Borewell,Loam
100000004849,F004849,Rajasthan,RDist40,1.16,Wheat,Rainfed,Clay
100000004850,F004850,Tamil Nadu,TNDist45,2.67,Paddy,Borewell,Loam
100000004851,F004851,Karnataka,KDist94,0.22,Paddy,Rainfed,Sandy
100000004852,F004852,Assam,ADist60,14.0,Paddy,Canal,Sandy
100000004853,F004853,Manipur,MDist45,2.79,Paddy,Rainfed,Clay
100000004854,F004854,Tripura,TDist68,2.05,Paddy,Borewell,Clay
100000004855,F004855,Mizoram,MDist129,4.69,Paddy,Borewell,Clay
100000004856,F004856,Jharkhand,JDist147,11.88,Pulses,Rainfed,Clay
100000004857,F004857,Haryana,HDist110,3.66,Wheat,Rainfed,Clay
100000004858,F004858,Himachal Pradesh,HPDist84,3.89,Apple,Borewell,Sandy
100000004859,F004859,Karnataka,KDist73,2.02,Paddy,Rainfed,Clay
100000004860,F004860,Haryana,HDist49,1.63,Paddy,Borewell,Clay
100000004861,F004861,Tamil Nadu,TNDist37,1.25,Paddy,Borewell,Clay
100000004862,F004862,West Bengal,WBDist93,0.94,Jute,Rainfed,Loam
100000004863,F004863,Tamil Nadu,TNDist93,1.05,Paddy,Rainfed,Sandy
100000004864,F004864,Jharkhand,JDist71,0.62,Maize,Borewell,Clay
100000004865,F004865,Andaman & Nicobar,A&NDist79,1.71,Coconut,Borewell,Loam
100000004866,F004866,Assam,ADist64,0.47,Paddy,Canal,Loam
100000004867,F004867,Jharkhand,JDist115,2.12,Maize,Borewell,Loam
100000004868,F004868,West Bengal,WBDist32,1.77,Maize,Borewell,Sandy
100000004869,F004869,Odisha,ODist39,2.05,Groundnut,Rainfed,Sandy
100000004870,F004870,Odisha,ODist127,1.2,Groundnut,Canal,Loam
100000004871,F004871,Karnataka,KDist85,21.36,Sugarcane,Canal,Sandy
100000004872,F004872,Manipur,MDist49,5.41,Maize,Borewell,Clay
100000004873,F004873,Chhattisgarh,CDist4,0.67,Maize,Rainfed,Sandy
